No
420A04AS:Introduction to Relational Database Systems:AI05:Anglais / English:1, 0
420A06AS:Introduction to Artificial Intelligence:AI07:Anglais / English:1, 0
420A14AS:Applied Machine Learning I:AI08:Anglais / English:1, 0
420A16AS:Machine Learning and Neural Networks:AI08:Anglais / English:1, 0
420A13AS:Design Patterns:AI15:Anglais / English:2, 0
420CT1AS:Outils informatiques:IN-1:Anglais / English:2, 0
420CT2AS:Concepts de la programmation orient�e objet:IN-4:Anglais / English:1, 0
420AP1AS:Algorithmes et programmation:IN-3:Anglais / English:2, 0
420A15AS:Advanced Data Management:AI16:Anglais / English:1, 0
420JV4AS:Concepts et programmation objet I:I-2:Anglais / English:1, 0
420A11AS:Database Management Systems:AI05:Anglais / English:1, 0
410FF5AS:Information Technology for International Manag...:I-1:Anglais / English:1, 0
